Grapheme	IPA
ɛˀ$	ɛ ʔ
ɛː	ɛː
ɛ́	ɛ́/ɛ
ɛ́$	ɛ́/ɛ
ɛ́ː	ɛ́ː/ɛː
ɛ́ᶺ	ɛ́ᶺ/ɛʌ
ɛ̃	ɛ̃
ɛᵘ	ɛᵘ/ɛu
ɛᵘ$	ɛᵘ/ɛu
ɛᶺ	ɛᶺ/ɛʌ
ɛᶺ$	ɛᶺ/ɛʌ
ɛⁱ	ɛⁱ/ɛi
ɛⁱ$	ɛⁱ/ɛi
ɜ	ɜ
ɡ$	g
ɣ	ɣ
ɣh	ɣʰ
ɣʰ	ɣʰ
ɨ	ɨ
ɨ$	ɨ
ɨia	ɨ + i/j a
ɨⁱ$	ɨⁱ/ɨi
ɬ	ɬ
ɬʰ	ɬʰ
ɱ	ɱ
ɴ	ɴ
ɴ̹	ɴ̹/ɴ
ɶ	ɶ
ɶ$	ɶ
ɹ	ɹ
ɹʰ	ɹʰ
ʌ	ʌ
ʌ$	ʌ
ʌ́$	ʌ́/ʌ
ʌ́ː$	ʌ́ː/ʌː
ʔ	ʔ
ʔ$	ʔ
ʔh	ʔ h
ʔk	ˀk
ʔkɣ	ˀkˠ
ʔkɣʰ	ˀkˠʰ
ʔkʰ	ˀkʰ
ʔp	ˀp
ʔpɣh	ˀpˠʰ
ʔpɣʰ	ˀpˠʰ
ʔpʰ	ˀpʰ
ʔs	ˀs
ʔsʰ	ˀsʰ
ʔt	ˀt
ʔtʰ	ˀtʰ
ʔɓ	ˀɓ
ʔəːiei	ʔ əː i/j ei
ˀ	ʔ
ˀkɣʰ	ˀkˠʰ
ˀs	ˀs
ˀtšʰ	ˀtʃʰ
ˀɓ	ˀɓ
ᵊ	ᵊ/ə
ḁ	ḁ/a
ḁh	ḁ/a h
ḯ	ḯ/ɨ
ẽ	ẽ
ẽᶺ	ẽᶺ/ẽʌ
ẽⁱ	ẽⁱ/ẽi
ⁱ	ⁱ/i
◦	+
◦ˀ	+ ʔ
